,attribute:pa_leo-title,parent_sku,stock,regular_price
739,LEADING LADIES: V.3 AVA GARDNER (DVD),10012250,1,0
740,LEADING LADIES: V.4  HELEN HAYES (DVD),10012251,1,0
741,LEADING LADIES: V.5  LIZ TAYLOR (DVD),10011635,1,0
742,"LUCY SHOW, THE: 4 STAR FILLED EPS. (DVD)",10011636,1,0
743,TRUE MOTION: VOL 2 (DVD),10012252,1,0
744,"TEMPTATIONS, THE: 1965-1972 (W/S) (DVD)",10012253,1,0
745,TWILIGHT (W/S) (DVD),10012254,1,0
746,TYSON (DVD),10012255,1,0
747,TWILIGHT (BLU-RAY) (W/S),10011637,1,0
748,INTERMEDIATE PILATES MAT (DVD),10011638,1,0
749,BASICS YOGA (DVD),10011639,1,0
750,POWER VINYASA (DVD),10011640,1,0
751,BERENSTAIN BEARS: SNOWBEARS (DVD),10012256,1,0
752,"FRAGGLE ROCK: SE 1, DISCS 4/5 (DVD)",10012257,1,0
753,I DO (BUT I DONT) (DVD),10011641,1,0
754,JOHN WAYNE DOUBLE FEATURE (DVD),10012258,1,0
755,HOLIDAY TV COMEDY COLLECTION (DVD),10012259,1,0
756,MY LITTLE PONY: TWINKLE WISH ADV. (DVD),10011642,1,0
757,BLOOD ON THE FLAT TRACK (DVD),10011643,1,0
758,SPLINTER (2009) (W/S) (DVD),10011644,1,0
759,HOUSE OF SADDAM: PT. 1 & 2 (W/S) (DVD),10011645,1,0
760,CHARLES BRONSON (DVD),10011646,1,0
761,CAT STEVENS: MAJIKAT TOUR '76 (W/S) (DVD,10011647,1,0
762,UNSCRIPTED (W/S) (DVD),10011648,1,0
763,NAT GEOGRAPHIC: ATMOSPHERES (BRAY),10012260,1,0
764,WEEDS 4-1 EP:1-7 (BR),10011649,1,0
765,WEEDS 4-2 EP:8-13 (BR),10011650,1,0
766,LIFE AFTER PEOPLE SE:1 EP:8-10 (DVD),10011268,1,0
767,LIFE AFTER PEOPLE SE:1 EP:5-7 (DVD),10011268,1,0
768,MAFIA: CODE OF CONDUCT (DVD),10012261,1,0
769,BABY EINSTIEN: BABY MOZART (DVD),10011651,1,0
770,LIFE AFTER PEOPLE SE:1 EP:1-4 (DVD),10011268,1,0
771,FOREVER FAITHFUL: CANUCKS MOVIE (DVD),10011652,1,0
772,LEGENDARY WESTERNS: VOL. 6 (DVD),10012262,1,0
773,LEGENDARY WESTERSN: VOL. 5 (DVD),10012263,1,0
774,LEGENDARY WESTERNS: VOL. 4 (DVD),10012264,1,0
775,LEGENDARY WESTERNS: VOL. 3 (DVD),10012265,1,0
776,LEGENDARY WESTERNS: VOL. 2 (DVD),10012266,1,0
777,LEGENDARY WESTERNS: VOL. 1 (DVD),10012267,1,0
778,MARITAL ARTS COLLECTION: VOL. 6 (DVD),10011653,1,0
779,MARTIAL ARTS COLLECTION: VOL. 5 (DVD),10011653,1,0
780,MARTIAL ARTS COLLECTION: VOL. 3 (DVD),10011653,1,0
781,MARTIAL ARTS COLLECTION: VOL. 2 (DVD),10011653,1,0
782,MARTIAL ARTS COLLECTION: VOL. 1 (DVD),10011653,1,0
783,MARTIAL ARTS COLLECTION: VOL.4 (DVD),10011653,1,0
784,WHOSE LINE IS IT ANYWAY? BEST OF (W/S)(D,10012268,1,0
785,JOHN WAYNE: DISC 1 (DVD),10012269,1,0
786,JOHN WAYNE: DISC 2 (DVD),10012270,1,0
787,JOHN WAYNE: DISC 3 (DVD),10012271,1,0
788,JOHN WAYNE: DISC 4 (DVD),10012272,1,0
789,SILICON VALLEY 5 EP: 1-8 (DVD),10011654,1,0
790,CROSSING THE EVENT HORIZON: 1,10012273,1,0
791,CROSSING THE EVENT HORIZON: 3,10011655,1,0
792,CROSSING THE EVENT HORIZON: 4,10011655,1,0
793,HUBBLE'S AMAZING RESCUE (DVD),10011656,1,0
794,"CIVILIAN CONSERVATION CORPS, THE (DVD)",10011657,1,0
795,"UNION, THE  (W/S) (DVD)",10011658,1,0
796,"UNION, THE (DVD) (W/S)",10011658,1,0
797,"UNION, THE (W/S) (DVD)",10011658,1,0
798,"UNION, THE (W/S) (DVD)",10011658,1,0
799,WILLARD (DVD) (W/S),10011659,1,0
800,TYSON (BRAY),10012274,1,0
801,CLONE COMMANDOS (DVD),10011660,1,0
802,NITRO CIRCUS SE: 1 (2 DISC) (DVD),10011661,1,0
803,"TRANSFORMERS: SE 2.1, DISC 1 (DVD)",10011662,1,0
804,"TRANSFORMERS: SE 2.1, DISC 2 (DVD)",10011662,1,0
805,MY NAME IS EARL 4-1 (BRAY),10011663,1,0
806,MY NAME IS EARL 4-2 (BRAY),10011663,1,0
807,MY NAME IS EARL 4-3 (BRAY),10011664,1,0
808,MY NAME IS EARL 4-4 (BRAY),10011663,1,0
809,POLICE TV (3 DISCS) (DVD),10012275,1,0
810,MOON OF THE WOLF/ HIJACK (DVD),10011665,1,0
811,BEST OF BONANZA (DVD),10012276,1,0
812,COP IN BLUE JEANS/ FOUR DUECES (DVD),10011666,1,0
813,SHRINK (DVD),10011667,1,0
814,TUESDAY (DVD),10011668,1,0
815,DEATH IN TEHRAN & UGANDA OUT OF THE WILD,10012277,1,0
816,ONE CUP OF COFFEE: MARLEY COFFEE (22MIN),10011669,1,0
817,DWIGHT YOAKAM (DVD),10012278,1,0
818,SCI FI COLLECTION (DVD),10012279,1,0
819,OFFSPRING (W/S) (DVD),10011670,1,0
820,OFFSPRING (W/S) (DVD),10011670,1,0
821,DORA'S CHRISTMAS (DVD),10011671,1,0
822,EASTERN MYSTICS DISC:1 (DVD),10012280,1,0
823,THRILLS PACK DISK 1 (DVD),10012281,1,0
824,THRILLS PACK DISK 2 (DVD),10012282,1,0
825,THRILLS PACK DISK 3 (DVD),10012283,1,0
826,THRILLS PACK DISK 4 (DVD),10012284,1,0
827,"SCRAT PACK, THE (DVD)",10012285,1,0
828,CHANGING SADDLES (DVD),10011672,1,0
829,DORA'S CHRISTMAS CAROL (DVD),10011671,1,0
830,BLACK ADDER I: REMASTERED (W/S) (DVD),10011673,1,0
831,BLACK ADDER III: REMASTERED (W/S) (DVD),10012286,1,0
832,SPONGEBOB: THE SEASCAPE CAPERS (DVD),10011674,1,0
833,HOME IS WHERE THE HEART IS (DVD),10011675,1,0
834,SPONGEBOB: TALES FROM THE DEEP (DVD),10011676,1,0
835,YOUR HEALING HANDS (DVD),10011677,1,0
836,HOW TO SEE AND PERCIEVE ENERGY (DVD),10012287,1,0
837,NAM JUNE PAIK: THE TIGER LIVES (DVD),10012288,1,0
838,CRUSADE DISC:1 EP:1-4 (DVD),10012289,1,0
839,CRUSADE DISC:2 EP:5-8 (DVD),10012290,1,0
840,CRUSADE DISC:3 EP:9-12 (DVD),10012291,1,0
841,CRUSADE DISC:4 EP:13 (DVD),10012292,1,0
842,OUT OF THE BLUE DISC'S 1&2 OF 3,10012293,1,0
843,SPONGEBOB: GOES PREHISTORIC (DVD),10011678,1,0
844,BLACK AND WHITE (W/S) (DVD),10012294,1,0
845,LUTHER 4  (DVD),10011679,1,0
846,MOVIES 101: AWARD WINNERS (DVD),10012295,1,0
847,MOVIES 101: LEADING LADIES (DVD),10011680,1,0
848,MOVIES 101: LEADING MEN (DVD),10011681,1,0
849,MOVIES 101: ICONS (DVD),10012296,1,0
850,PUCCA: SPOOKY SOOGA VILLAGE (DVD),10012297,1,0
851,MR. ROGERS A DAY AT THE CIRCUS (DVD),10012298,1,0
852,MONTY PYTHON CONQUERS AMERICA (DVD),10012299,1,0
853,MONTY PYTHON: LIVE! DISK 1 (DVD),10011682,1,0
854,MONTY PYTHON: LIVE! DISK 2 (DVD),10012300,1,0
855,2012: MAYAN PROPHECY (DVD),10011683,1,0
856,2012: ANCIENT CODE (DVD),10011684,1,0
857,OUT OF THE BLUE   DISC 3 OF 3,10011685,1,0
858,SMASH CUT (DVD),10011686,1,0
859,SHIRLEY TEMPLE CLASSICS (B&W) (DVD),10012301,1,0
860,CHRISTMAS YULETIDE FOLLIES (DVD),10012302,1,0
861,"CURSE OF KING TUTS TOMB, THE (DVD)",10011687,1,0
862,WHAT A CATCH TRAVEL: BRAZIL (DVD),10011688,1,0
863,BEST OF THE CROW (DVD),10012303,1,0
864,FAMILY GUY SOMETHING DARKSIDE (DVD),10011689,1,0
865,PINOCCHIO (2010) (DVD),10011690,1,0
866,WRITING ON THE WALL (DVD),10011691,1,0
867,THIS EMOTIONAL LIFE DISC:1 (DVD),10011692,1,0
868,GUESS HOW MUCH I LOVE YOU (DVD),10011693,1,0
869,BLOODSUCKERS: 3 VAMPIRE FILMS (DVD),10011694,1,0
870,ALONG FOR THE RIDE (DVD),10011695,1,0
871,MODERN DRUMMER FESTIVAL 2000  (DVD),10012304,1,0
872,WUSHU (MANDARIN) (DVD),10011696,1,0
873,WWII IN HD DISC:1 (DVD),10011697,1,0
874,WWII IN HD DISC:2 (DVD),10011697,1,0
875,WWII IN HD DISC:3 (DVD),10011697,1,0
876,THIS EMOTIONAL LIFE DISC:2 (DVD),10011692,1,0
877,THIS EMOTIONAL LIFE DISC:3 (DVD),10011698,1,0
878,WAMEGO: MAKING MOVIES ANYWHERE  (DVD),10011699,1,0
879,CANCER WARRIOR (DVD),10011700,1,0
880,ANIMATED TALES OF THE WORLD: AUSTRALIA,10011701,1,0
881,"TEACHINGS OF ABRAHAM, THE DISC:2 (DVD)",10012305,1,0
882,"TEACHINGS OF ABRAHAM, THE DISC:3 (DVD)",10012306,1,0
883,"TEACHINGS OF ABRAHAM, THE DISC:4 (DVD)",10012307,1,0
884,"TEACHINGS OF ABRAHAM, THE DISC:5 (DVD)",10012308,1,0
885,SAMHAIN LIVE 1984 (DVD),10011702,1,0
886,POLICE ACADEMY 1&2 (DVD),10012309,1,0
887,$9.99 (DVD) (W/S),10012310,1,0
888,WELCOME (FRENCH) (DVD),10011703,1,0
889,VERTICAL FEAR (FRENCH)(DVD),10011704,1,0
890,KIDS CAN'T WAIT (DVD),10011705,1,0
891,UFC: BEST OF 2009 (BLURAY),10011706,1,0
892,UFC: BEST OF 2009 (DVD),10011706,1,0
893,EASTERN MYSTICS DISC:3 (DVD),10012311,1,0
894,KINGPIN DISC:1 (DVD),10011707,1,0
895,KINGPIN DISC:2 (DVD),10011707,1,0
896,KINGPIN DISC:3 (DVD),10011707,1,0
897,EASTERN MYSTICS DISC:4 (DVD),10012312,1,0
898,"BUCHAREST, TRANSYLVANIA, ROMANIA (DVD)",10012313,1,0
899,ARE WE ALONE IN THE UNIVERSE? (DVD),10012314,1,0
900,"KARATE KID, THE (DVD)",10012315,1,0
901,MAD MEN 3-1 (BLURAY),10011708,1,0
902,MAD MEN 3-2 (BLURAY),10011709,1,0
903,MAD MEN 3-3 (BLURAY),10011592,1,0
904,WUBBZY GOES GREEN (DVD),10012316,1,0
905,WHAT DARWIN NEVER KNEW (B/R),10011270,1,0
906,NAKED AMBITION (DVD),10011710,1,0
907,"TAKE, THE DISC:1 (DVD)",10012317,1,0
908,"TAKE, THE DISC:2 (DVD)",10012318,1,0
909,ROBIN WILLIAMS WEAPONS OF MASS (DVD),10011711,1,0
910,KENNY CHESNEY: WHEN THE SUN GOES DOWN (D,10012319,1,0
911,HILARY BURNETT'S PILATES INTERMEDIATE (D,10012320,1,0
912,ACE VENTURA: ANIMATED SERIES (W/S) (DVD),10011712,1,0
913,WHO THE HELL IS PETE DOHERTY? (W/S) (DVD,10011713,1,0
914,AMAZING PLACES (BRAY) (W/S),10011714,1,0
915,AS TIME RUNS OUT (DVD),10011715,1,0
916,AMAZING PLACES: AFRICA (W/S) (DVD),10011716,1,0
917,PRODIGY: TIGER WOODS (DVD),10012321,1,0
918,ZULU (2014) (DVD),10011717,1,0
919,"GOLDEN CHRISTMAS, A  (DVD)",10011718,1,0
920,AFRICA ON THE MOVE DISC 1 (DVD),10011719,1,0
921,AFRICA ON THE MOVE DISC 2 (DVD),10011719,1,0
922,STEPHEN FRY IN AMERICA DISC:1 (DVD),10011720,1,0
923,STEPHEN FRY IN AMERICA DISC:2 (DVD),10011720,1,0
924,"VACCINE WAR, THE PBS: FRONTLINE (DVD)",10011721,1,0
925,INTO THE DEEP PBS: (DVD),10011722,1,0
926,HUNGRY HILLS (W/S) (DVD),10011723,1,0
927,FIRST EARTH (DVD),10011724,1,0
928,"PLUTO FILES, THE PBS: NOVA  (DVD)",10011725,1,0
929,FRANKENSTEIN (2003) (DVD),10011726,1,0
930,"QUAKE, THE PBS: FRONTLINE (DVD)",10012322,1,0
931,SHAUN THE SHEEP: GIANT LEAP FOR LAMBKIND,10012323,1,0
932,KIDS IN THE HALL DEATH COMES TO TOWN DVD,10011727,1,0
933,JONE$ES (DVD),10011728,1,0
934,WANDERING CANADA SE:1 DISK:1 (DVD),10011729,1,0
935,WANDERING CANADA SE:1 DISK:2 (DVD),10011729,1,0
936,WANDERING CANADA SE:1 DISK:3 (DVD),10011729,1,0
937,WANDERING CANADA SE:2 DISK:1  (DVD),10011729,1,0
938,WANDERING CANADA SE:2 DISK:2  (DVD),10011729,1,0
939,WANDERING CANADA SE:2 DISK:3  (DVD),10011729,1,0
940,LETTERKENNY 4 EP: 1-6 (DVD),10011730,1,0
941,ZACH GALIFIANAKIS: LIVE PURPLE ONION DVD,10011731,1,0
942,PEACE THROUGH MUSIC (W/S) (DVD),10011732,1,0
943,STREET DANCE (DVD),10011733,1,0
944,SPARTACUS 2-1 BLOOD & SAND EP:1-4 (B/R),10012324,1,0
945,SPARTACUS 2-2 BLOOD & SAND EP:5-8 (B/R),10011734,1,0
946,SPARTACUS 2-3 BLOOD & SAND EP:9-13(B/R),10011734,1,0
947,MAD MEN 2-2 EP 6-9 (BLURAY),10011735,1,0
948,MAD MEN 2-3 EP 10-13 (BLURAY),10011736,1,0
949,THEORY AND PRACTICE (DVD),10012325,1,0
950,VENEZUELA: REVOLUTION (DVD),10011737,1,0
951,PRIME SUSPECT SERIES:6 (DVD),10011738,1,0
952,PRIME SUSPECT SERIES:3 (DVD),10011739,1,0
953,GOOD (DVD),10011740,1,0
954,PETALS:VAGINA DIALOGUES (DVD),10011741,1,0
955,GANGSTER'S PARADISE: JERUSALEM (DVD),10011742,1,0
956,RUST (DVD),10011743,1,0
957,"KARATE KID, THE (BLURAY)",10011744,1,0
958,MEIN KAMPF (GERMAN) (DVD),10011745,1,0
959,OCEANS (DISNEY) (DVD),10011236,1,0
960,OCEANS (DISNEY) (DVD),10011236,1,0
961,ALTITUDE (DVD),10011746,1,0
962,BREAKING BAD 2-1 EP: 1-5 (BR),10012326,1,0
963,GIALLO (DVD),10011747,1,0
964,SNL: BEST OF '09/'10 (DVD),10012327,1,0
965,CRUDE: THE REAL PRICE OF OIL (DVD),10011748,1,0
966,"LAST AIRBENDER, THE  (DVD)",10011749,1,0
967,"LAST AIRBENDER, THE (BLURAY)",10011749,1,0
968,GREAT MIGRATIONS DISC:1 (DVD),10011750,1,0
969,GREAT MIGRATIONS DISC:2 (DVD),10011750,1,0
970,GREAT MIGRATIONS DISC:3 (DVD),10011750,1,0
971,"PILLARS OF THE EARTH, THE DISC:1 (DVD)",10011751,1,0
972,"PILLARS OF THE EARTH, THE DISC:2 (DVD)",10012328,1,0
973,"PILLARS OF THE EARTH, THE DISC:3 (DVD)",10011751,1,0
974,"INCOMAPPLEUX, THE (DVD)",10012329,1,0
975,DOCTOR WHO 2011 CHRISTMAS SPECIAL (DVD),10011752,1,0
976,ANCHORMAN  (B/R),10011753,1,0
977,IRON MAN EXTREMIS (DVD),10011754,1,0
978,"DOLPHIN, THE (DVD)",10011755,1,0
979,TRAILER PARK BOYS:SAY GOODNIGHT BADGUYS,10011756,1,0
980,FAMILY GUY IT'S A TRAP (DVD),10011757,1,0
981,HOPE FOR THE ADDICTED (DVD) (W/S),10011758,1,0
982,MR. WARMTH (DVD),10011759,1,0
983,GOLDILOCKS AND THE 3 BEARS (DVD),10012330,1,0
984,BATTLESTAR GALACTICA: D5 (1978) (DVD),10011760,1,0
985,HASHISH (DVD),10011761,1,0
986,ELIZABETH I DISC:1 (DVD),10012331,1,0
987,ELIZABETH I DISC:2 (DVD),10012332,1,0
988,RUSSELL PETERS: GREEN CARD TOUR (DVD),10011762,1,0
989,STRETCH (DVD),10012333,1,0
990,EARTH PILGRIMS (DVD),10011763,1,0
991,MINI-MOVIE COLLECTION (DVD),10011764,1,0
992,GNOMEO & JULIET 2D (B/R),10011765,1,0
993,PELICAN BLOOD (DVD),10011766,1,0
994,PETER ALLEN: THE BOY FROM OZ (DVD) (W/S),10011767,1,0
995,YOGA FOR YOUR MOODS (DVD) (W/S),10012334,1,0
996,IMAX: OCEAN WONDERLAND 2D/3D(BLURAY),10011768,1,0
997,GNOMEO & JULIET  (N/C),10011765,1,0
998,ANCIENT MYSTERIES DISK:1 (DVD),10011769,1,0
999,ANCIENT MYSTERIES DISK:2 (DVD),10011769,1,0
1000,ANCIENT MYSTERIES DISK:3 (DVD),10011769,1,0
1001,ANCIENT MYSTERIES DISK:4 (DVD),10011769,1,0
1002,JAPAN'S KILLER QUAKE (PBS) (DVD),10011770,1,0
1003,UNDERWATER UNIVERS SE: 1 (DVD),10011771,1,0
1004,DUMBSTRUCK: SAY HELLO TO MY LITTLE FRIEN,10011772,1,0
1005,TRIGGER  (DVD),10011773,1,0
1006,LOONEY TUNES DISC ONE (DVD,10012335,1,0
1007,LOONEY TUNES DISC TWO (DVD),10012336,1,0
1008,LOONEY TUNES DISC THREE (DVD),10012337,1,0
1009,LOONEY TUNES DISC FOUR (DVD),10012338,1,0
1010,1981 (FRENCH) (DVD),10011774,1,0
1011,EXTRORDINARY ADV.D'ADELE BLANC-S (FRENCH,10011775,1,0
1012,RUNNING WILDE SE:1 EP:9-13 (DVD),10011261,1,0
1013,THOR (DVD),10011776,1,0
1014,WILLIE NELSON: LIVE FROM AUSTIN (DVD),10011777,1,0
1015,MICHAEL BUBLE: COME FLY WITH ME (DVD),10011778,1,0
1016,THOR (DVD) (W/S),10011776,1,0
1017,THOR (DVD) (W/S) (NO CASE),10011776,1,0
1018,THOR (B/R)(NC) 3D VERSION,10011776,1,0
1019,MEEKS CUTOFF (DVD),10011779,1,0
1020,2 FROGS (FRENCH) (DVD),10011780,1,0
1021,"KENNEDYS, THE EP:1-3 (DVD)",10011781,1,0
1022,"KENNEDYS, THE EP:4-6 (DVD)",10011781,1,0
1023,"KENNEDYS, THE EP:7-8 (DVD)",10011781,1,0
1024,SAFETY GLASS (DVD),10012339,1,0
1025,PROHIBITION D:1 (DVD),10011782,1,0
1026,PROHIBITION D:2 (DVD),10011783,1,0
1027,PROHIBITION D:3 (DVD),10011782,1,0
1028,HOUNDS OF BASKERVILLES & WITHOUT A CLUE,10011784,1,0
1029,POIROT 56: AFTER THE FUNERAL (DVD),10011785,1,0
1030,POIROT 55: CARDS ON THE TABLE (DVD),10011786,1,0
1031,POIROT 54: MYSTERY OF THE BLUE TRAIN (D),10011787,1,0
1032,LAND BEFORE TIME 8 & 9  (DVD),10011788,1,0
1033,CAPTAIN AMERICA (BRAY) *,10011789,1,0
1034,TMNT 1  (3D)(BR),10011206,1,0
1035,CARS 2 (BRAY),10011790,1,0
1036,WONDERS OF THE UNIVERSE D:1 (DVD),10011791,1,0
1037,WONDERS OF THE UNIVERSE D:2 (DVD),10011792,1,0
1038,TRESPASS (DVD),10011793,1,0
1039,CARS 2 (DVD),10011790,1,0
1040,CARS 2 (NO CASE) (DVD),10011790,1,0
1041,CARS 2 (NO CASE) (DVD),10011790,1,0
1042,FINAL 24: SID VICIOUS (DVD) (W/S),10011794,1,0
1043,"MATRIX EXPERIENCE, THE (DVD)",10011795,1,0
1044,TENEBRE/DEEP RED (DVD),10011796,1,0
1045,SIMPSONS: BART WARS (DVD),10011797,1,0
1046,JACKIE CHAN: TRIPLE PUNCH COLLECTION,10012340,1,0
1047,"RISE OF ISIS, THE (DVD)",10011798,1,0
1048,SUPERHEROES (DVD) (W/S),10012341,1,0
1049,LOVE BEGINS (DVD) (W/S),10011799,1,0
1050,007: 01: DR. NO (BRAY),10011800,1,0
1051,007: 04: THUNDERBALL (BRAY),10011801,1,0
1052,007: 02: FROM RUSSIA WITH LOVE (BRAY),10011802,1,0
1053,007: 03: GOLDFINGER (BRAY),10012342,1,0
1054,MISSION IMPOSSIBLE (DVD),10012343,1,0
1055,WALKING DEAD 1-1 EP:1-3  (B/R),10011803,1,0
1056,WALKING DEAD 1-2 EP:4-6  (B/R),10011804,1,0
1057,PAW PATROL: PUPS AND THE GHOST PI (DVD),10011805,1,0
1058,AARON BAACON: TROUBLED YOUTH (DVD),10011806,1,0
1059,DEEPAK CHOPRA: WEIGHT LOSS & BALANCE DVD,10011230,1,0
1060,"PORKY'S 1,2 AND 3 (DVD) (F/S)",10012344,1,0
1061,"WAR ON, THE WAR ON DRUGS, THE",10011807,1,0
1062,TOP SECRET TRAIL OF THE THIRD REICH (DVD,10012345,1,0
1063,ALBERTA:CENTENNIAL FOREST HISTORY (DVD),10011808,1,0
1064,BLOOD LIONS: BRED FOR THE BULLET  (DVD),10012346,1,0
1065,BACKYARD CHICKEN COOPS  (DVD),10012347,1,0
1066,TRANSFER (GERMAN)(DVD),10011809,1,0
1067,GAME OF THRONES 5-1 EP:1-2 (BR),10011810,1,0
1068,GAME OF THRONES 5-2 EP:3-5 (BR),10011811,1,0
1069,GAME OF THRONES 5-3 EP:6-8 (BR),10011812,1,0
1070,GAME OF THRONES 5-4 EP:9-10 (BR)*,10012348,1,0
1071,INSIDE ASSAD'S SYRIA  (DVD),10011813,1,0
1072,UNUSUAL BUILDINGS (DVD),10012349,1,0
1073,"MEGAFALLS OF IGUACU, THE  (DVD)",10011814,1,0
1074,LOVE HATE & PROPAGANDA D:1 (DVD),10011815,1,0
1075,LOVE HATE & PROPAGANDA D:2 (DVD),10011815,1,0
1076,SWASHBUCKLER  (DVD),10011816,1,0
1077,EXTRAS: EXTRA SPECIAL SERIES FINALE (DVD,10011817,1,0
1078,ERNEST COLLECTION: CAMP/JAIL/SCARED (DVD,10011818,1,0
1079,TINKER TAILOR SOLDIER SPY D:1 (DVD),10011819,1,0
1080,TINKER TAILOR SOLDIER SPY D:2 (DVD),10011819,1,0
1081,TINKER TAILOR SOLDIER SPY D:3 (DVD),10011819,1,0
1082,AMAZING EARTH (DVD),10011820,1,0
1083,WEEDS 7-2 EP: 8-13 (BRAY),10011821,1,0
1084,"HARIMAYA BRIDGE, THE (DVD)",10011822,1,0
1085,"HARIMAYA BRIDGE, THE (B/R)",10011822,1,0
1086,HOW THE UNIVERSE WORKS D:1 (BRAY),10011423,1,0
1087,HOW THE UNIVERSE WORKS D:2 (BRAY),10011423,1,0
1088,GAME OF THRONES 1.1 EP 1-2 (DVD),10011823,1,0
1089,LESSONS OF DARKNESS + FATA MORGANA (DVD),10011824,1,0
1090,FORTRESS OF THE BEARS (DVD),10011825,1,0
1091,FORTRESS OF THE BEARS (B-RAY),10012350,1,0
1092,GAME OF THRONES 1-1 (B-RAY),10011826,1,0
1093,GAME OF THRONES 1-2 (B-RAY),10011823,1,0
1094,GAME OF THRONES 1-3 EP:6+BONUS (B-RAY),10011823,1,0
1095,GAME OF THRONES 1-4 EP:7-9 (B-RAY),10011823,1,0
1096,GAME OF THRONES 1-5 EP:10+BONUS (B-RAY),10011823,1,0
1097,COME FLY WITH ME D:2 (DVD),10011827,1,0
1098,BABY ANGELO (TAGALOG)(DVD),10011828,1,0
1099,UNDERDOGS  (2016) (DVD),10011829,1,0
1100,HOMELAND 1-1 EP: 1-5 (BR),10011830,1,0
1101,HOMELAND 1-2 EP: 6-9 (BR),10011830,1,0
1102,HOMELAND 1-3 EP: 10-12 + BONUS (BR),10011830,1,0
1103,GIRLS 1*1 EP:1-5 (BR),10011831,1,0
1104,GIRLS 1*2 EP:6-10 (BR),10011832,1,0
1105,GIRLS 1-1 EP:1-10 (2-SIDED) (DVD),10011831,1,0
1106,SPIDER-MAN: HOMECOMING 4K (B/R),10012351,1,0
1107,LORD PETER WIMSEY 4.1 EP: 1-2 (DVD),10011251,1,0
1108,LORD PETER WIMSEY 4.2 EP: 3-4 (DVD),10011251,1,0
1109,GAME OF THRONES 6.5 EP:9-10  (DVD),10011823,1,0
1110,GAME OF THRONES 6-1 EP:1-3  (B/R),10011833,1,0
1111,GAME OF THRONES 6-2 EP:4-5  (B/R),10011834,1,0
1112,GAME OF THRONES 6-3 EP:6-8  (B/R),10011835,1,0
1113,GAME OF THRONES 6-4 EP:9-10 (B/R),10011836,1,0
1114,STELLA AND SAM: FOLLOW ME (DVD),10011837,1,0
1115,AMERICA REVEALED DISC 1 (DVD) (W/S),10011838,1,0
1116,AMERICA REVEALED DISC 2 (DVD) (W/S),10011838,1,0
1117,MISSION IMPOSSIBLE 4: GHOST PROTOCOL NC,10011839,1,0
1118,MISSION IMPOSSIBLE 4: GHOST PROTOCOL NC,10011839,1,0
1119,WAR FOR THE PLANET OF THE APES 4K (B/R),10012352,1,0
1120,8TH FIRE 1.1 (DVD),10011840,1,0
1121,8TH FIRE 1.2 (DVD),10011840,1,0
1122,8TH FIRE 1.3 (DVD) (FREE),10011840,1,0
1123,TIM AND ERIC'S BILLION DOLLAR MOVIE BRAY,10011841,1,0
1124,SHAUN WHITE: REDBULL PROJECT (DVD),10011842,1,0
1125,SHAUN WHITE: REDBULL PROJECT (BRAY),10011842,1,0
